Duration,ResponseId,Policy_politics,Policy_complexity,Emotion,Video_DO,Policy_DO,Importance,New_legislation,Vote_policy,Good_solution,Reasonable_cost,Politically_possible,Reduce_problem,Solve_problem,Morally_justifiable,Policy_pleased,Interested,Distressed,Afraid,Guilty,Angry,Disgusted,Happy,Sad,Anxious,Calm,Surprised,Upset,SEC_abortion,SEC_limited_govt,SEC_security,SEC_religion,SEC_welfare,SEC_gun,SEC_trad_marriage,SEC_trad_values,SEC_fiscal_resp,SEC_business,SEC_family_unit,SEC_patriotism,B5_1,B5_2,B5_3,B5_4,B5_5,B5_6,B5_7,B5_8,B5_9,B5_10,NFC_1,NFC_2,NFC_3,NFC_4,NFC_5,NFC_6,NFC_7,NFC_8,NFC_9,NFC_10,NFC_11,NFC_12,NFC_13,NFC_14,NFC_15,NFC_16,NFC_17,NFC_18,NFC_19,ER_1,ER_2,ER_3,ER_4,ER_5,ER_6,ER_7,ER_8,ER_9,ER_10,ER_11,Gender,Age,Ethnicity,Ethnicity_other,Political_orientation,Political_affiliation,Political_affiliation_other
574,R_12fLXnInJ0lAaHE,Conservative,Simple,Anger,V3,S6,5,4,5,5,3,5,5,4,5,4,4,2,2,2,2,2,3,2,3,3,2,2,40,60,40,40,40,30,50,40,50,30,30,70,5,5,4,3,5,5,4,3,4,3,3,3,2,2,4,3,4,2,2,3,3,2,4,3,3,2,2,3,4,5,5,4,5,3,3,4,6,4,4,3,Male,24,Caucasian or White,,Moderately conservative,Republican Party,
602,R_6Jv0LqAt8n7L4jv,Liberal,Simple,Fear,V6,S1,7,7,2,2,2,7,2,1,6,3,5,1,1,1,1,1,1,1,1,4,1,1,30,0,0,0,70,0,50,50,70,50,50,0,3,1,6,1,5,5,6,1,5,3,4,4,1,1,1,4,1,1,1,2,5,1,4,3,4,4,1,2,5,6,5,6,3,6,2,6,6,6,3,6,Male,55,Caucasian or White,,Moderately liberal,Democratic Party,
616,R_BypCWsxcxogV7Et,Conservative,Simple,Neutral,V2,S5,4,3,2,4,4,4,5,5,3,4,2,3,1,1,1,1,3,1,1,3,3,1,100,40,10,0,50,0,0,0,20,20,0,0,2,2,3,3,4,3,3,3,4,4,2,3,3,3,3,2,3,3,3,2,3,2,3,3,3,4,4,4,4,3,4,4,5,3,4,3,6,4,4,5,Female,31,Caucasian or White,,Moderately liberal,Democratic Party,
567,R_2cqhMKickkdzbpU,Liberal,Simple,Fear,V5,S3,7,7,7,7,7,7,7,7,7,7,4,1,1,1,1,1,3,1,1,4,1,1,60,80,20,50,90,10,50,50,70,60,80,40,7,1,6,3,6,1,7,1,5,1,4,5,1,1,1,4,1,2,2,4,5,1,4,3,4,4,1,1,4,6,2,6,3,6,2,6,6,6,2,6,Male,38,Caucasian or White,,Moderately liberal,Republican Party,
467,R_324RgEYd44NFz97,Conservative,Simple,Neutral,V1,S6,7,7,2,2,1,2,2,1,2,1,4,1,1,1,2,2,1,2,1,3,1,2,100,30,20,0,50,0,50,0,90,70,80,10,2,1,6,4,6,7,7,1,5,2,4,3,2,2,2,3,1,2,2,4,5,1,3,3,4,4,2,1,4,5,5,3,3,6,6,4,6,5,6,5,Female,42,Caucasian or White,,Moderately liberal,Democratic Party,
577,R_3jVx0IAGfW5EswI,Liberal,Simple,Neutral,V2,S1,7,6,7,7,6,4,6,5,7,7,4,2,1,1,1,1,3,1,2,3,1,1,60,50,30,0,70,0,30,20,70,50,60,60,3,2,5,3,6,5,5,2,6,4,3,3,2,2,2,2,2,4,3,4,5,2,2,3,4,3,2,1,3,4,5,6,2,5,5,4,6,5,5,5,Male,32,Caucasian or White,,Moderately liberal,Democratic Party,
596,R_2B4GPaLXlY3m0Uo,Liberal,Simple,Fear,V5,S2,6,6,2,1,1,2,1,1,1,1,3,1,1,1,1,1,3,2,1,3,1,1,0,100,100,50,20,100,100,100,100,70,100,100,3,1,6,3,6,6,6,2,6,3,4,4,2,2,2,4,2,3,2,4,4,2,4,3,4,4,2,2,4,5,2,5,2,5,2,5,6,5,2,5,Female,61,Caucasian or White,,Extremely conservative,Republican Party,
646,R_3CTnpCyzG6RCpra,Conservative,Simple,Fear,V5,S5,6,6,4,5,4,5,3,1,5,5,4,2,1,1,1,1,4,1,1,5,1,1,60,70,70,0,20,90,20,30,100,50,50,80,5,4,4,5,6,2,7,5,3,1,4,3,1,2,1,5,2,3,1,5,5,1,4,3,5,5,2,3,4,6,2,6,1,2,1,7,6,5,1,7,Female,28,Caucasian or White,,Moderately conservative,Republican Party,
533,R_3QQmOleKtaMOCpW,Liberal,Simple,Fear,V6,S1,6,7,6,6,3,4,4,5,3,5,4,1,1,1,1,2,4,1,1,4,2,1,40,70,70,90,80,60,70,50,30,90,60,80,4,5,7,4,5,4,7,5,6,5,5,2,4,3,5,3,4,5,4,3,5,3,2,3,2,2,4,3,4,3,5,6,4,5,7,2,6,4,5,4,Male,24,African American or Black,,Extremely conservative,Republican Party,
627,R_1mJcsVVA25DWoec,Conservative,Simple,Fear,V5,S6,7,7,1,1,1,1,1,1,1,1,4,2,1,1,1,1,4,1,1,4,1,1,100,10,70,0,90,0,0,0,50,80,50,90,4,1,7,1,6,5,5,1,7,4,1,1,5,5,5,1,5,5,5,1,1,5,1,3,1,1,1,5,1,7,5,6,3,7,5,6,6,7,2,7,Female,55,Caucasian or White,,Moderately liberal,Democratic Party,
513,R_3a6raHl8o2rtVRv,Liberal,Simple,Neutral,V2,S2,7,6,7,5,4,5,4,4,6,5,5,1,1,1,1,1,4,1,2,2,1,1,10,60,60,100,100,50,60,60,80,80,90,40,5,5,5,3,7,5,7,3,6,1,4,4,1,1,1,2,1,2,4,5,5,1,4,3,3,4,3,1,4,7,7,7,2,6,4,7,6,7,2,7,Female,50,Caucasian or White,,Moderate,No party,
652,R_r6ctNhDb0FTALJf,Liberal,Simple,Anger,V4,S2,6,5,5,5,6,7,5,5,7,5,3,1,1,1,1,1,2,1,1,4,1,1,0,50,60,0,50,40,50,50,100,80,100,30,6,2,6,3,7,1,6,2,5,1,2,1,4,3,2,4,3,1,4,2,4,1,2,3,4,1,2,2,1,5,4,5,5,5,3,4,6,5,2,5,Male,52,Caucasian or White,,Moderately liberal,Democratic Party,
562,R_2WNFNSKAD0RteBP,Liberal,Complex,Fear,V6,S4,7,3,2,2,1,3,2,2,4,1,1,1,1,1,1,1,1,1,1,2,1,1,50,70,50,20,50,50,50,50,70,50,50,50,4,4,6,3,5,2,2,3,6,3,3,3,2,3,2,3,2,3,3,4,3,3,2,3,3,3,3,2,4,5,6,5,4,5,4,5,6,5,4,5,Male,34,Caucasian or White,,Moderate,No party,
370,R_12DBU2tP5Wm3gu4,Liberal,Simple,Neutral,V2,S1,6,6,6,6,6,6,7,7,7,7,4,1,1,1,1,1,4,1,1,4,2,1,30,80,80,80,70,60,80,80,80,80,70,70,5,1,6,2,6,4,6,1,6,3,4,4,1,4,2,4,2,2,4,3,4,2,2,3,4,3,2,2,2,6,2,6,2,6,2,5,6,5,4,6,Male,56,Caucasian or White,,Moderately conservative,Republican Party,
645,R_3qQZVwSkoE7ptWU,Liberal,Simple,Anger,V4,S3,6,6,6,6,3,4,6,5,6,6,3,4,4,2,2,3,2,4,4,1,3,4,90,40,40,10,90,10,70,30,40,30,60,60,1,1,6,7,6,7,6,3,6,2,4,4,2,2,2,2,2,3,2,4,4,2,3,3,4,4,2,4,3,4,6,4,4,3,4,4,6,4,5,4,Male,31,Caucasian or White,,Extremely liberal,Democratic Party,
659,R_3DwHFiF69xAZivu,Liberal,Simple,Anger,V4,S1,7,7,7,7,7,5,6,4,6,7,5,1,1,1,1,1,4,1,2,4,1,1,50,60,40,0,90,0,80,70,50,60,80,50,1,1,7,5,5,7,7,1,3,1,3,4,2,3,2,2,3,1,4,4,3,2,3,3,5,3,2,1,4,5,3,5,2,5,1,5,6,4,2,3,Male,61,Caucasian or White,,Extremely liberal,Democratic Party,
505,R_2OIHmiAQOZbkSjD,Conservative,Simple,Fear,V6,S7,6,5,3,3,4,4,3,2,2,2,4,1,1,1,1,1,3,1,1,3,1,1,100,80,40,0,70,50,20,30,50,50,40,30,5,2,6,2,6,7,5,1,6,2,4,4,2,2,2,2,2,2,2,5,5,2,4,3,4,2,4,1,2,5,6,6,5,5,6,5,6,5,5,5,Male,34,Caucasian or White,,Moderate,No party,
642,R_1K25k8UYRV2nmrn,Conservative,Simple,Fear,V5,S5,5,6,3,3,2,5,5,6,5,6,4,1,2,1,1,2,2,1,1,4,4,2,70,30,10,20,90,60,10,10,50,70,20,50,5,3,2,5,3,5,5,2,2,3,4,4,5,4,2,4,4,2,2,1,4,2,4,3,4,2,4,2,4,6,3,6,2,2,3,3,6,1,2,3,Female,47,Caucasian or White,,Moderately liberal,Democratic Party,
635,R_3KTT3LU6oYx5bEZ,Liberal,Simple,Fear,V5,S3,5,5,2,4,4,4,2,2,3,3,4,1,1,1,3,1,1,2,1,2,1,1,0,100,100,100,10,100,100,100,100,80,100,100,7,1,7,1,7,5,6,1,7,1,4,4,1,1,1,4,1,3,2,4,4,2,4,3,5,4,3,2,5,6,2,6,1,5,2,5,6,5,1,6,Female,64,Caucasian or White,,Extremely conservative,Republican Party,
552,R_24MdGreuKHZn1L4,Conservative,Simple,Anger,V3,S5,7,7,4,4,4,5,5,4,5,5,4,1,2,1,2,2,3,2,2,3,1,3,100,50,70,70,70,50,70,80,100,70,100,100,4,3,6,2,7,4,6,1,6,1,2,2,4,4,3,2,4,4,4,2,3,3,2,3,4,2,4,4,2,6,3,6,2,5,3,6,6,6,2,6,Female,62,Caucasian or White,,Moderately liberal,Democratic Party,
657,R_AyXBH8d8PwIRZeN,Conservative,Simple,Anger,V3,S6,6,6,5,5,4,2,5,4,4,5,4,1,1,1,1,2,3,1,1,4,2,1,20,90,70,50,40,90,90,90,90,80,90,90,5,1,6,1,5,2,6,2,6,2,3,5,1,2,4,3,2,2,2,5,5,2,3,3,4,5,3,2,4,5,6,5,3,5,3,5,6,5,3,5,Male,59,Caucasian or White,,Moderately liberal,No party,
379,R_2QAIMhsge88hax4,Liberal,Simple,Neutral,V1,S2,5,1,1,1,1,1,1,1,1,1,3,3,1,1,2,2,4,2,1,3,2,2,10,100,0,0,0,100,40,60,90,70,100,10,2,5,5,3,5,7,3,2,6,3,2,4,2,2,2,4,2,4,4,5,5,1,2,3,4,2,2,1,5,3,5,5,2,5,3,3,6,5,6,4,Male,31,Hispanic or Latinx,,Extremely conservative,Other:,Anarcho Capitalism 
688,R_1q4F33EJNFhPC6a,Conservative,Simple,Fear,V5,S6,7,5,2,2,2,2,4,3,5,1,5,3,2,1,1,1,3,2,4,1,3,2,90,10,0,0,30,0,30,0,50,50,50,0,1,6,7,4,1,7,5,1,4,5,2,4,1,1,1,4,1,1,1,4,4,1,4,3,4,4,4,1,5,5,6,5,2,5,6,5,6,6,7,6,Female,38,Caucasian or White,,Extremely liberal,Democratic Party,
662,R_2YVp7UVv0Y0UJrI,Conservative,Complex,Fear,V5,S8,7,6,1,1,4,1,2,1,1,1,4,2,2,3,2,2,1,3,2,1,3,2,40,80,80,50,100,100,100,100,100,50,100,100,2,1,7,2,5,6,7,5,5,5,2,4,2,1,1,2,2,1,1,3,5,1,3,3,5,5,2,1,5,5,3,5,1,5,2,5,6,5,3,5,Female,49,Caucasian or White,,Moderately liberal,No party,
723,R_1Qc1F2MBX2gTlz0,Liberal,Simple,Anger,V3,S2,4,4,4,4,2,3,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,50,80,70,0,0,80,50,50,80,40,80,50,1,2,4,4,4,6,4,4,6,1,1,1,5,5,1,1,5,5,5,1,1,5,1,3,1,1,5,5,1,4,5,4,4,4,5,4,6,4,4,5,Male,37,Caucasian or White,,Moderate,No party,
464,R_5ausLtLWRvKiZvX,Liberal,Simple,Fear,V6,S3,6,6,7,7,7,7,7,2,7,7,5,3,3,1,1,1,3,1,3,1,3,3,40,50,50,50,50,0,100,100,50,70,100,90,4,2,5,5,4,4,6,4,6,6,4,2,4,4,3,2,3,4,4,1,1,5,3,3,3,2,3,3,3,6,4,6,2,4,4,4,6,4,4,4,Female,45,Caucasian or White,,Extremely liberal,Democratic Party,
603,R_2BzFuHBZnrBfiJ6,Conservative,Simple,Fear,V5,S7,7,6,6,6,6,6,6,5,6,6,4,3,1,1,1,1,2,1,4,2,2,2,0,50,60,80,70,30,80,70,50,70,80,50,7,1,6,1,7,6,6,1,4,1,1,1,4,4,4,1,5,4,4,3,2,3,1,3,4,3,4,4,4,5,5,6,6,6,6,5,6,5,5,5,Female,33,African American or Black,,Moderately liberal,Democratic Party,
698,R_21n7C8vivVmeMUS,Liberal,Simple,Fear,V5,S2,7,7,7,7,7,7,7,5,7,7,4,3,1,3,3,3,1,4,1,3,1,4,100,50,50,10,80,50,20,20,50,50,100,100,2,1,7,1,6,5,7,1,7,4,4,5,1,1,1,3,1,2,3,4,4,1,4,3,4,2,3,3,4,6,5,6,1,6,3,6,6,7,4,7,Female,55,Caucasian or White,,Moderate,No party,
723,R_2eQZMaErT2EAOK4,Liberal,Complex,Anger,V4,S4,7,6,7,6,4,1,7,4,7,7,5,1,1,1,1,1,3,1,1,5,1,1,100,0,10,70,90,0,0,0,50,10,70,0,2,1,7,1,7,6,4,1,7,1,5,5,1,1,1,5,1,1,1,5,5,1,4,3,5,5,1,1,5,3,5,3,2,7,4,6,6,6,5,6,Female,34,Hispanic or Latinx,,Extremely liberal,No party,
729,R_27HELy8TKcs5EXA,Conservative,Simple,Neutral,V1,S5,6,5,4,5,4,5,5,4,5,4,4,2,4,1,3,3,4,2,3,3,1,3,50,90,90,50,50,70,90,90,50,60,90,90,2,2,6,2,5,7,6,2,6,1,2,2,2,2,2,1,2,4,4,4,3,2,2,3,4,3,4,2,2,6,5,6,2,6,2,6,6,6,5,6,Female,60,Caucasian or White,,Moderately conservative,Republican Party,
721,R_3J97q8LIABpDTo4,Conservative,Simple,Anger,V3,S5,6,6,6,6,6,2,6,6,6,6,5,1,1,1,1,1,4,1,1,4,1,1,50,60,100,20,70,10,100,100,50,20,100,100,5,1,7,1,6,5,7,1,6,1,2,2,3,4,3,1,1,5,1,2,4,2,2,3,4,3,4,3,5,6,3,6,1,6,1,6,6,6,1,6,Female,47,Caucasian or White,,Moderate,Democratic Party,
726,R_12r7mAyq5LaDP2u,Liberal,Simple,Fear,V5,S3,7,7,7,7,7,7,7,7,7,7,5,1,1,1,1,1,4,1,2,2,3,1,100,30,0,0,90,0,0,0,10,30,0,0,1,3,5,5,2,6,5,5,2,3,3,4,2,4,4,1,5,4,5,4,4,2,5,3,4,5,3,2,4,7,6,5,1,6,7,3,6,3,2,4,Female,23,African American or Black,,Extremely liberal,No party,
731,R_2ampzhhJTvcv1Uo,Conservative,Simple,Fear,V5,S7,7,6,1,1,4,4,1,1,2,4,3,1,1,1,1,1,1,1,1,1,1,1,50,50,50,40,50,20,50,50,50,50,90,50,1,2,7,2,6,6,6,1,7,2,4,5,1,2,1,5,1,2,3,5,5,1,4,3,5,4,2,1,5,4,7,5,3,6,7,7,6,6,7,7,Female,28,Other:,African American and Hispanic,Moderately liberal,Democratic Party,
389,R_UEndSsdYcNLUCE9,Conservative,Simple,Neutral,V2,S6,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,100,0,10,0,80,40,0,0,100,90,10,0,4,6,5,4,5,5,5,2,4,3,5,5,1,1,1,5,1,1,1,5,5,1,5,3,5,5,1,1,5,1,5,1,1,3,5,1,6,1,4,1,Male,28,Caucasian or White,,Moderate,Democratic Party,
746,R_dnGg1oyBweTfUIx,Liberal,Complex,Anger,V4,S4,7,7,7,6,7,6,6,3,7,7,4,2,1,1,1,1,2,2,2,1,1,1,50,70,80,50,90,10,50,50,90,50,80,90,3,2,5,2,6,5,6,2,6,3,4,4,2,1,1,4,1,1,1,5,4,1,4,3,4,5,2,2,4,5,6,5,5,6,6,5,6,6,6,5,Female,55,Caucasian or White,,Moderately liberal,Democratic Party,
686,R_2BaJx3tGs93zmk6,Conservative,Simple,Neutral,V1,S6,7,7,7,7,5,4,7,7,7,7,5,1,1,1,1,1,5,1,1,5,3,1,0,100,70,100,50,100,100,100,100,60,100,80,4,3,6,2,5,7,6,3,7,4,4,5,1,1,2,4,3,4,5,5,4,1,5,3,5,5,3,4,5,7,4,7,2,6,5,7,6,7,3,6,Male,36,Caucasian or White,,Extremely conservative,Republican Party,
728,R_xbIwZ3u7tX4DyqB,Liberal,Complex,Anger,V4,S4,7,6,5,5,6,6,5,5,6,6,2,3,1,1,1,2,1,1,3,1,1,2,90,70,30,0,30,50,50,20,70,60,50,50,2,5,6,7,7,4,6,1,3,1,4,3,2,2,1,4,3,3,2,4,5,1,3,3,4,4,3,1,4,5,2,6,1,5,2,4,6,5,2,6,Male,30,Caucasian or White,,Moderately liberal,No party,
303,R_9vH1UZ3JSdCNj7H,Conservative,Complex,Neutral,V1,S8,7,5,2,1,2,3,2,1,4,2,2,1,1,1,1,1,3,1,1,5,1,1,90,20,40,0,100,40,50,20,10,60,50,20,5,6,1,1,6,7,5,7,7,3,4,1,1,2,1,4,2,3,4,4,3,1,5,3,5,3,2,1,4,5,4,5,2,6,2,5,6,3,2,5,Male,38,Caucasian or White,,Moderately liberal,Democratic Party,
742,R_12umdllNkVAPg9A,Conservative,Complex,Anger,V4,S8,6,6,2,2,2,2,2,2,2,2,4,1,1,1,1,1,2,1,2,2,4,1,100,0,50,0,100,0,0,0,50,50,100,100,6,2,6,2,6,2,6,2,6,2,4,4,1,1,1,3,1,1,1,5,5,1,1,3,4,5,1,1,3,6,3,6,2,6,2,6,6,6,2,6,Female,58,Caucasian or White,,Moderately liberal,Democratic Party,
654,R_1l4z04cn6Sf7SpD,Liberal,Simple,Fear,V6,S1,5,5,2,2,3,6,4,2,6,3,3,1,1,1,1,1,2,1,2,2,1,1,40,60,70,10,30,40,30,50,80,50,90,70,3,2,6,3,3,6,2,6,6,6,1,1,4,5,5,2,4,4,5,1,1,4,1,3,3,1,4,2,4,5,5,5,2,6,3,5,6,5,5,5,Male,31,Caucasian or White,,Moderate,No party,
585,R_27jPQeQADAmjqyE,Conservative,Simple,Anger,V3,S5,7,7,1,1,2,1,1,1,1,1,3,2,1,1,1,1,1,3,1,3,1,1,70,10,70,0,70,10,60,30,70,40,80,60,6,1,5,1,7,5,6,5,7,1,5,5,1,1,1,4,1,1,1,5,5,1,4,3,5,5,1,1,5,6,5,6,1,6,5,6,6,6,2,6,Male,66,Caucasian or White,,Moderately liberal,Democratic Party,
762,R_1zAj1R6Ndoje63f,Liberal,Simple,Fear,V6,S1,5,5,4,3,3,3,3,3,4,4,2,3,3,1,3,1,2,1,3,2,3,1,70,50,50,50,50,40,50,50,60,50,50,50,3,4,5,3,5,5,5,3,5,3,2,4,2,4,3,3,4,3,3,3,4,2,3,3,4,3,3,2,2,4,5,4,4,5,4,5,6,5,4,5,Male,35,Asian American or Asian,,Moderate,Democratic Party,
762,R_AFibruwMFe6WuVb,Conservative,Simple,Fear,V6,S6,6,6,2,2,4,2,2,1,2,1,3,4,3,1,3,3,1,4,5,1,3,4,90,20,90,0,60,10,100,60,50,50,70,80,6,5,2,5,6,3,5,5,4,2,3,3,2,2,2,3,2,3,3,3,3,2,3,3,4,3,2,3,3,6,3,6,3,4,3,5,6,5,3,6,Male,68,Caucasian or White,,Moderate,Democratic Party,
772,R_3sziMOYEHJ5NGt4,Conservative,Complex,Fear,V6,S8,7,5,6,5,5,3,6,1,5,5,4,3,1,1,1,1,3,2,3,3,2,2,0,80,90,90,40,70,100,100,90,70,100,100,1,2,5,7,5,7,6,2,2,5,2,2,4,4,5,1,4,2,2,2,2,5,2,3,2,1,5,5,2,3,7,3,6,6,7,2,6,2,6,2,Male,43,Caucasian or White,,Moderately liberal,Democratic Party,
765,R_5py7VDDTrO6Vx9n,Conservative,Simple,Anger,V4,S5,6,6,2,1,3,6,1,1,5,4,1,1,1,1,1,1,1,1,1,3,1,1,30,60,60,80,60,0,100,70,100,60,60,50,3,7,7,1,7,4,1,1,6,1,4,4,1,2,2,5,3,2,2,5,5,1,4,3,5,4,1,2,5,5,6,5,3,7,6,7,6,7,2,7,Female,44,Asian American or Asian,,Moderately liberal,No party,
484,R_1PXCKWmz1IQsB3U,Conservative,Complex,Fear,V5,S8,6,6,6,7,7,7,6,7,7,6,4,2,2,2,2,3,2,3,3,2,2,3,50,50,80,90,60,70,80,90,60,70,90,100,3,2,6,5,5,5,6,3,5,4,1,1,4,5,4,1,4,4,4,1,3,3,1,3,3,1,5,4,1,5,6,5,4,5,4,5,6,5,4,5,Female,56,Caucasian or White,,Moderately liberal,Democratic Party,
465,R_1I4OnGIfz56R9SX,Liberal,Complex,Neutral,V1,S4,7,6,4,4,4,5,4,4,5,5,4,3,3,1,2,1,3,3,3,3,1,2,50,40,40,10,50,0,60,50,80,60,60,40,1,5,7,5,4,7,5,1,7,5,4,4,3,3,3,3,2,2,4,2,3,3,4,3,2,3,4,1,4,4,7,4,5,3,4,3,6,3,4,3,Female,40,Caucasian or White,,Moderately liberal,Democratic Party,
256,R_QfEF3lbv2dA91Bf,Conservative,Simple,Anger,V3,S7,6,7,5,5,2,2,3,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,90,90,0,10,0,10,50,10,90,80,50,20,3,2,5,6,2,6,6,2,6,5,4,5,1,2,2,4,1,2,4,4,5,4,1,3,4,4,1,2,2,5,6,5,2,5,7,3,6,5,7,5,Male,24,Asian American or Asian,,Extremely liberal,Democratic Party,
575,R_1JUwWdEPdi7o1aa,Liberal,Complex,Anger,V3,S4,7,7,7,7,6,7,6,6,7,7,5,1,1,1,1,1,3,1,1,5,1,1,0,0,0,100,50,50,100,100,60,30,70,50,7,1,7,1,6,1,7,1,7,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,7,2,7,1,7,2,7,6,7,3,7,Female,45,African American or Black,,Moderate,No party,
804,R_cTlmovdqxkw30Ih,Liberal,Simple,Fear,V5,S1,7,6,6,4,5,4,4,3,5,5,4,1,1,1,1,1,3,1,1,4,2,1,90,90,80,50,50,0,40,0,70,80,60,50,6,2,5,1,5,1,6,2,4,1,2,4,1,2,1,4,1,2,1,4,4,1,5,3,2,4,2,3,4,5,2,3,1,5,2,5,6,5,1,3,Female,28,Caucasian or White,,Moderately liberal,Democratic Party,
809,R_2w5MBNAQu4ydwPF,Conservative,Simple,Anger,V4,S7,6,3,4,4,5,2,4,3,5,4,3,4,2,1,2,4,1,1,3,1,3,2,40,90,80,50,20,90,50,60,90,90,70,70,6,5,7,3,6,5,5,1,6,3,4,3,2,4,2,2,5,4,5,5,3,1,2,3,5,4,3,5,1,2,6,5,3,4,5,3,6,6,6,3,Male,40,Caucasian or White,,Moderately conservative,Republican Party,
810,R_3JIfyHuqn5jFBMI,Conservative,Simple,Anger,V4,S7,7,5,5,5,4,4,3,3,4,4,3,3,2,2,2,2,2,2,2,2,3,2,0,60,60,50,40,40,70,50,50,60,90,40,3,5,3,5,3,5,5,6,3,5,2,2,3,2,2,2,3,4,3,2,3,2,3,3,4,3,3,2,4,5,5,3,5,4,5,3,6,3,6,5,Male,33,Asian American or Asian,,Moderate,Democratic Party,
716,R_SPKmr8ed2uzSkX7,Conservative,Simple,Fear,V5,S5,5,6,6,6,4,4,4,3,5,6,4,2,2,1,1,1,2,2,4,2,3,3,70,60,70,70,0,70,100,100,100,70,100,100,3,2,6,5,5,6,6,2,6,6,1,1,4,4,4,2,4,4,4,2,2,4,1,3,2,1,5,4,3,6,6,6,5,4,6,5,6,5,2,4,Female,36,Caucasian or White,,Moderately conservative,Republican Party,
853,R_Abac9v8CRTPzsyZ,Liberal,Simple,Fear,V6,S3,2,3,4,2,3,3,5,4,3,4,2,2,1,2,2,1,1,1,2,2,1,1,60,60,40,60,10,30,60,70,30,40,50,60,2,2,2,3,3,5,3,3,3,2,2,3,2,4,3,2,1,3,2,2,3,2,3,3,4,2,2,3,2,4,3,5,4,3,6,4,6,3,3,5,Female,44,African American or Black,,Moderate,Green Party,
858,R_1FLgrxK2LhjE7bz,Liberal,Simple,Fear,V5,S2,7,5,5,5,5,4,4,1,5,5,4,2,2,2,3,2,1,2,2,2,1,1,0,100,100,50,70,50,70,70,100,60,70,80,3,6,3,5,5,3,5,2,2,2,1,1,4,5,5,1,2,5,5,4,4,2,1,3,2,1,5,2,2,6,2,6,2,6,2,2,6,6,1,6,Male,59,Caucasian or White,,Moderately conservative,Republican Party,
836,R_ehcP8XpsoPL0af7,Liberal,Complex,Neutral,V1,S4,7,7,7,7,7,5,4,4,6,7,4,2,1,1,1,1,3,1,1,3,1,1,100,50,70,0,70,50,0,0,100,80,70,90,4,5,5,5,3,5,4,3,5,4,2,3,2,2,1,2,2,1,2,4,3,2,3,3,3,2,4,3,4,6,5,6,3,3,4,5,6,5,4,5,Female,31,Hispanic or Latinx,,Moderately liberal,Other:,Independent
866,R_yjxYYyhQgM1kSWd,Liberal,Complex,Anger,V3,S4,5,5,6,6,4,4,6,5,6,6,3,1,1,1,1,1,3,1,1,5,2,1,10,90,90,70,0,100,100,100,80,80,100,100,6,2,7,1,5,2,6,1,7,4,4,4,2,1,1,4,1,2,2,4,5,1,4,3,5,5,1,1,4,5,2,5,2,6,1,5,6,5,2,5,Male,30,Caucasian or White,,Extremely conservative,Republican Party,
373,R_QgLGQbDs18b8kXn,Liberal,Simple,Neutral,V2,S1,7,6,6,6,6,6,7,5,6,7,4,1,1,1,1,1,3,1,1,4,1,1,80,60,70,20,60,60,50,50,60,50,60,70,3,1,7,1,5,6,7,2,7,5,2,2,4,4,4,2,4,4,4,2,2,4,2,3,2,2,4,4,2,6,3,6,2,6,2,6,6,6,3,6,Female,35,Caucasian or White,,Moderate,No party,
874,R_1etOIxHhLlvbxA5,Liberal,Complex,Anger,V4,S4,6,5,5,4,5,5,4,2,6,5,2,3,3,2,1,3,1,3,2,2,1,2,70,70,20,50,50,40,50,20,90,50,30,20,1,4,3,5,4,7,3,5,5,6,4,2,2,3,2,4,2,1,2,3,3,3,2,1,4,3,2,3,3,5,4,4,3,4,5,4,6,5,4,3,Female,25,Caucasian or White,,Moderate,No party,
284,R_1inz55g2HiLvq2l,Liberal,Simple,Neutral,V1,S3,7,7,7,7,7,7,7,7,7,7,5,1,1,1,1,1,4,3,3,3,1,2,0,40,100,100,20,100,100,100,100,100,100,100,6,2,7,6,6,3,7,1,7,2,4,5,1,1,1,5,1,4,1,5,5,1,5,3,5,4,1,1,5,7,6,6,6,5,6,7,6,7,6,6,Female,28,Caucasian or White,,Moderate,Republican Party,
888,R_3m3JTtBfX8RU9vI,Conservative,Simple,Fear,V5,S5,7,7,6,6,6,6,6,6,6,6,4,1,1,1,1,1,3,1,1,3,2,1,100,50,70,70,70,0,50,50,70,60,80,100,4,1,6,2,6,6,6,2,6,2,4,4,2,2,2,4,3,3,3,2,4,2,3,3,3,4,2,2,4,5,5,5,4,5,5,5,6,5,5,6,Male,46,Asian American or Asian,,Moderate,No party,
883,R_exsemnFBE52B1ap,Conservative,Complex,Anger,V4,S8,6,6,1,1,1,1,1,1,1,1,3,1,1,1,4,5,1,1,1,5,1,1,20,90,10,0,80,30,30,10,70,30,20,0,7,3,5,1,5,2,6,1,6,1,4,4,1,1,1,5,1,1,1,4,4,1,5,3,5,3,5,1,1,6,3,5,2,5,2,3,6,4,1,1,Male,28,Caucasian or White,,Moderately liberal,No party,
